school,size,sector,pracad,disclim,himinty,meanses,pupil,minority,sex,ses,mathach
s4350,1661,Public,0.62,0.512,0,0.159,p3096,No,Male,0.292,-0.818
s4350,1661,Public,0.62,0.512,0,0.159,p3097,No,Male,0.912,20.141
s4350,1661,Public,0.62,0.512,0,0.159,p3098,No,Male,0.272,14.1
s4350,1661,Public,0.62,0.512,0,0.159,p3099,No,Female,0.442,16.447
s4350,1661,Public,0.62,0.512,0,0.159,p3100,No,Female,0.852,19.751
s4350,1661,Public,0.62,0.512,0,0.159,p3101,No,Male,0.182,5.941
s4350,1661,Public,0.62,0.512,0,0.159,p3102,No,Male,0.402,6.289
s4350,1661,Public,0.62,0.512,0,0.159,p3103,Yes,Male,1.022,13.092
s4350,1661,Public,0.62,0.512,0,0.159,p3104,Yes,Female,0.562,14.518
s4350,1661,Public,0.62,0.512,0,0.159,p3105,Yes,Female,-1.168,-2.535
s4350,1661,Public,0.62,0.512,0,0.159,p3106,No,Male,0.902,11.751
s4350,1661,Public,0.62,0.512,0,0.159,p3107,No,Male,1.132,18.359
s4350,1661,Public,0.62,0.512,0,0.159,p3108,Yes,Female,-0.328,15.033
s4350,1661,Public,0.62,0.512,0,0.159,p3109,No,Male,0.382,5.005
s4350,1661,Public,0.62,0.512,0,0.159,p3110,No,Male,0.842,16.846
s4350,1661,Public,0.62,0.512,0,0.159,p3111,Yes,Male,-0.118,2.827
s4350,1661,Public,0.62,0.512,0,0.159,p3112,No,Female,1.062,13.146
s4350,1661,Public,0.62,0.512,0,0.159,p3113,No,Male,-0.268,23.231
s4350,1661,Public,0.62,0.512,0,0.159,p3114,No,Female,0.452,12.753
s4350,1661,Public,0.62,0.512,0,0.159,p3115,No,Male,0.932,17.394
s4350,1661,Public,0.62,0.512,0,0.159,p3116,No,Male,-0.048,22.285
s4350,1661,Public,0.62,0.512,0,0.159,p3117,No,Female,0.112,19.52
s4350,1661,Public,0.62,0.512,0,0.159,p3118,No,Female,-0.168,13.419
s4383,1061,Public,0.54,1.065,0,0.079,p3119,Yes,Male,0.352,1.886
s4383,1061,Public,0.54,1.065,0,0.079,p3120,Yes,Female,-0.988,1.13
s4383,1061,Public,0.54,1.065,0,0.079,p3121,No,Female,-0.468,2.49
s4383,1061,Public,0.54,1.065,0,0.079,p3122,No,Female,-0.348,17.506
s4383,1061,Public,0.54,1.065,0,0.079,p3123,Yes,Female,-0.598,6.219
s4383,1061,Public,0.54,1.065,0,0.079,p3124,Yes,Male,-1.138,5.176
s4383,1061,Public,0.54,1.065,0,0.079,p3125,No,Male,0.522,5.334
s4383,1061,Public,0.54,1.065,0,0.079,p3126,No,Female,0.022,13.031
s4383,1061,Public,0.54,1.065,0,0.079,p3127,No,Female,0.572,20.272
s4383,1061,Public,0.54,1.065,0,0.079,p3128,No,Male,0.862,19.755
s4383,1061,Public,0.54,1.065,0,0.079,p3129,Yes,Male,0.532,10.994
s4383,1061,Public,0.54,1.065,0,0.079,p3130,No,Male,-0.278,20.631
s4383,1061,Public,0.54,1.065,0,0.079,p3131,No,Male,-0.368,7.042
s4383,1061,Public,0.54,1.065,0,0.079,p3132,Yes,Male,0.282,2.871
s4383,1061,Public,0.54,1.065,0,0.079,p3133,No,Male,0.802,13.21
s4383,1061,Public,0.54,1.065,0,0.079,p3134,No,Male,0.372,15.452
s4383,1061,Public,0.54,1.065,0,0.079,p3135,No,Female,-0.728,8.624
s4383,1061,Public,0.54,1.065,0,0.079,p3136,No,Female,0.222,5.946
s4383,1061,Public,0.54,1.065,0,0.079,p3137,No,Male,0.322,16.158
s4383,1061,Public,0.54,1.065,0,0.079,p3138,No,Female,0.062,18.708
s4383,1061,Public,0.54,1.065,0,0.079,p3139,No,Female,0.082,19.133
s4383,1061,Public,0.54,1.065,0,0.079,p3140,No,Male,-0.258,-2.832
s4383,1061,Public,0.54,1.065,0,0.079,p3141,No,Male,0.622,21.254
s4383,1061,Public,0.54,1.065,0,0.079,p3142,No,Male,1.162,18.865
s4383,1061,Public,0.54,1.065,0,0.079,p3143,No,Male,0.212,17.787
s4410,100,Public,0.38,0.673,0,0.102,p3144,No,Female,0.042,6.356
s4410,100,Public,0.38,0.673,0,0.102,p3145,No,Male,1.342,17.041
s4410,100,Public,0.38,0.673,0,0.102,p3146,No,Male,1.262,13.708
s4410,100,Public,0.38,0.673,0,0.102,p3147,No,Female,-0.168,15.79
s4410,100,Public,0.38,0.673,0,0.102,p3148,No,Male,0.962,19.224
s4410,100,Public,0.38,0.673,0,0.102,p3149,No,Female,-0.608,11.45
s4410,100,Public,0.38,0.673,0,0.102,p3150,No,Male,0.952,19.194
s4410,100,Public,0.38,0.673,0,0.102,p3151,No,Male,-0.578,3.489
s4410,100,Public,0.38,0.673,0,0.102,p3152,No,Male,0.902,10.516
s4410,100,Public,0.38,0.673,0,0.102,p3153,No,Female,-0.618,10.971
s4410,100,Public,0.38,0.673,0,0.102,p3154,No,Male,-0.138,14.641
s4410,100,Public,0.38,0.673,0,0.102,p3155,No,Male,-0.278,8.512
s4410,100,Public,0.38,0.673,0,0.102,p3156,No,Male,0.922,21.487
s4410,100,Public,0.38,0.673,0,0.102,p3157,No,Female,0.752,11.464
s4410,100,Public,0.38,0.673,0,0.102,p3158,No,Male,-0.868,18.873
s4410,100,Public,0.38,0.673,0,0.102,p3159,No,Male,0.142,17.84
s4410,100,Public,0.38,0.673,0,0.102,p3160,No,Male,-0.498,5.662
s4410,100,Public,0.38,0.673,0,0.102,p3161,No,Male,-0.658,14.814
s4410,100,Public,0.38,0.673,0,0.102,p3162,No,Male,0.162,6.653
s4410,100,Public,0.38,0.673,0,0.102,p3163,No,Female,0.522,20.237
s4410,100,Public,0.38,0.673,0,0.102,p3164,No,Male,0.812,23.498
s4410,100,Public,0.38,0.673,0,0.102,p3165,No,Female,0.372,7.29
s4410,100,Public,0.38,0.673,0,0.102,p3166,No,Male,0.442,16.285
s4410,100,Public,0.38,0.673,0,0.102,p3167,No,Male,-0.228,12.081
s4410,100,Public,0.38,0.673,0,0.102,p3168,No,Female,-0.628,17.005
s4410,100,Public,0.38,0.673,0,0.102,p3169,No,Male,0.222,1.568
s4410,100,Public,0.38,0.673,0,0.102,p3170,No,Male,0.762,17.306
s4410,100,Public,0.38,0.673,0,0.102,p3171,No,Female,0.882,18.886
s4410,100,Public,0.38,0.673,0,0.102,p3172,No,Female,-0.528,18.026
s4410,100,Public,0.38,0.673,0,0.102,p3173,Yes,Male,-0.468,2.336
s4410,100,Public,0.38,0.673,0,0.102,p3174,No,Male,-0.258,22.255
s4410,100,Public,0.38,0.673,0,0.102,p3175,No,Male,-0.438,22.194
s4410,100,Public,0.38,0.673,0,0.102,p3176,No,Male,-0.408,8.286
s4410,100,Public,0.38,0.673,0,0.102,p3177,No,Female,-0.388,6.426
s4410,100,Public,0.38,0.673,0,0.102,p3178,No,Male,-0.618,7.177
s4410,100,Public,0.38,0.673,0,0.102,p3179,No,Male,0.592,3.479
s4410,100,Public,0.38,0.673,0,0.102,p3180,No,Female,-0.388,16.684
s4410,100,Public,0.38,0.673,0,0.102,p3181,No,Female,0.232,20.663
s4410,100,Public,0.38,0.673,0,0.102,p3182,No,Male,-0.088,8.49
s4410,100,Public,0.38,0.673,0,0.102,p3183,No,Female,0.032,18.442
s4410,100,Public,0.38,0.673,0,0.102,p3184,No,Female,0.492,16.093
s4420,728,Public,0.32,0.877,0,-0.218,p3185,No,Male,-0.208,24.457
s4420,728,Public,0.32,0.877,0,-0.218,p3186,No,Female,-0.248,11.877
s4420,728,Public,0.32,0.877,0,-0.218,p3187,No,Female,-0.468,19.046
s4420,728,Public,0.32,0.877,0,-0.218,p3188,No,Male,-0.558,13.848
s4420,728,Public,0.32,0.877,0,-0.218,p3189,No,Male,-0.068,23.558
s4420,728,Public,0.32,0.877,0,-0.218,p3190,No,Male,0.322,18.191
s4420,728,Public,0.32,0.877,0,-0.218,p3191,No,Male,0.542,17.118
s4420,728,Public,0.32,0.877,0,-0.218,p3192,No,Female,-1.128,12.309
s4420,728,Public,0.32,0.877,0,-0.218,p3193,No,Male,0.092,22.916
s4420,728,Public,0.32,0.877,0,-0.218,p3194,No,Male,-0.208,5.982
s4420,728,Public,0.32,0.877,0,-0.218,p3195,No,Female,-0.478,8.721
s4420,728,Public,0.32,0.877,0,-0.218,p3196,No,Female,-1.158,1.878
s4420,728,Public,0.32,0.877,0,-0.218,p3197,No,Male,-0.938,7.509
s4420,728,Public,0.32,0.877,0,-0.218,p3198,No,Female,1.042,11.036
s4420,728,Public,0.32,0.877,0,-0.218,p3199,No,Male,-0.708,11.738
s4420,728,Public,0.32,0.877,0,-0.218,p3200,No,Female,0.262,12.14
s4420,728,Public,0.32,0.877,0,-0.218,p3201,No,Female,-0.358,16.752
s4420,728,Public,0.32,0.877,0,-0.218,p3202,No,Female,-0.418,4.298
s4420,728,Public,0.32,0.877,0,-0.218,p3203,No,Female,0.702,18.057
s4420,728,Public,0.32,0.877,0,-0.218,p3204,No,Male,0.852,8.733
s4420,728,Public,0.32,0.877,0,-0.218,p3205,No,Female,-0.898,15.1
s4420,728,Public,0.32,0.877,0,-0.218,p3206,No,Male,-0.208,20.974
s4420,728,Public,0.32,0.877,0,-0.218,p3207,No,Female,-0.558,4.123
s4420,728,Public,0.32,0.877,0,-0.218,p3208,No,Male,-0.928,20.612
s4420,728,Public,0.32,0.877,0,-0.218,p3209,No,Female,-0.718,4.935
s4420,728,Public,0.32,0.877,0,-0.218,p3210,No,Male,0.712,16.07
s4420,728,Public,0.32,0.877,0,-0.218,p3211,No,Female,-1.188,6.341
s4420,728,Public,0.32,0.877,0,-0.218,p3212,No,Male,0.892,21.795
s4420,728,Public,0.32,0.877,0,-0.218,p3213,No,Male,-0.088,16.076
s4420,728,Public,0.32,0.877,0,-0.218,p3214,No,Female,-1.638,17.306
s4420,728,Public,0.32,0.877,0,-0.218,p3215,No,Male,0.112,6.972
s4420,728,Public,0.32,0.877,0,-0.218,p3216,No,Male,0.462,23.505
s4458,643,Public,0.5,0.715,1,-1.043,p3217,Yes,Female,-0.338,5.272
s4458,643,Public,0.5,0.715,1,-1.043,p3218,No,Male,-1.008,15.397
s4458,643,Public,0.5,0.715,1,-1.043,p3219,Yes,Female,-1.038,2.929
s4458,643,Public,0.5,0.715,1,-1.043,p3220,Yes,Female,-1.598,7.304
s4458,643,Public,0.5,0.715,1,-1.043,p3221,Yes,Male,-1.578,9.123
s4458,643,Public,0.5,0.715,1,-1.043,p3222,No,Male,-1.188,2.88
s4458,643,Public,0.5,0.715,1,-1.043,p3223,Yes,Female,-1.548,4.588
s4458,643,Public,0.5,0.715,1,-1.043,p3224,Yes,Male,0.002,0.33
s4458,643,Public,0.5,0.715,1,-1.043,p3225,Yes,Female,-2.148,6.796
s4458,643,Public,0.5,0.715,1,-1.043,p3226,Yes,Female,-0.568,5.843
s4458,643,Public,0.5,0.715,1,-1.043,p3227,Yes,Male,-1.118,4.641
s4458,643,Public,0.5,0.715,1,-1.043,p3228,Yes,Male,-1.998,9.454
s4458,643,Public,0.5,0.715,1,-1.043,p3229,No,Male,0.552,8.496
s4458,643,Public,0.5,0.715,1,-1.043,p3230,No,Male,0.312,4.532
s4458,643,Public,0.5,0.715,1,-1.043,p3231,Yes,Female,-1.118,1.698
s4458,643,Public,0.5,0.715,1,-1.043,p3232,Yes,Female,-1.298,5.397
s4458,643,Public,0.5,0.715,1,-1.043,p3233,No,Male,-0.578,5.983
s4458,643,Public,0.5,0.715,1,-1.043,p3234,Yes,Male,-1.828,1.832
s4458,643,Public,0.5,0.715,1,-1.043,p3235,Yes,Male,-1.118,1.343
s4458,643,Public,0.5,0.715,1,-1.043,p3236,No,Female,-1.338,12.206
s4458,643,Public,0.5,0.715,1,-1.043,p3237,No,Female,-1.198,11.123
s4458,643,Public,0.5,0.715,1,-1.043,p3238,Yes,Female,-1.858,-1.334
s4458,643,Public,0.5,0.715,1,-1.043,p3239,Yes,Male,-0.948,6.545
s4458,643,Public,0.5,0.715,1,-1.043,p3240,Yes,Female,-1.108,4.63
s4458,643,Public,0.5,0.715,1,-1.043,p3241,Yes,Male,-1.488,3.876
s4458,643,Public,0.5,0.715,1,-1.043,p3242,Yes,Male,0.372,10.671
s4458,643,Public,0.5,0.715,1,-1.043,p3243,Yes,Male,-0.408,2.077
s4458,643,Public,0.5,0.715,1,-1.043,p3244,Yes,Male,-2.498,1.927
s4458,643,Public,0.5,0.715,1,-1.043,p3245,Yes,Female,-0.888,-1.506
s4458,643,Public,0.5,0.715,1,-1.043,p3246,Yes,Female,-0.448,7.628
s4458,643,Public,0.5,0.715,1,-1.043,p3247,Yes,Female,-1.968,2.109
s4458,643,Public,0.5,0.715,1,-1.043,p3248,Yes,Female,-0.238,4.233
s4458,643,Public,0.5,0.715,1,-1.043,p3249,No,Female,-0.598,18.781
s4458,643,Public,0.5,0.715,1,-1.043,p3250,Yes,Female,-1.248,7.723
s4458,643,Public,0.5,0.715,1,-1.043,p3251,Yes,Female,-1.408,1.78
s4458,643,Public,0.5,0.715,1,-1.043,p3252,Yes,Female,-1.208,6.682
s4458,643,Public,0.5,0.715,1,-1.043,p3253,Yes,Female,-0.918,15.474
s4458,643,Public,0.5,0.715,1,-1.043,p3254,Yes,Female,-1.018,8.918
s4458,643,Public,0.5,0.715,1,-1.043,p3255,Yes,Female,-0.978,11.436
s4458,643,Public,0.5,0.715,1,-1.043,p3256,Yes,Female,-0.818,9.108
s4458,643,Public,0.5,0.715,1,-1.043,p3257,Yes,Male,-1.688,8.117
s4458,643,Public,0.5,0.715,1,-1.043,p3258,Yes,Female,-1.608,0.397
s4458,643,Public,0.5,0.715,1,-1.043,p3259,No,Male,-0.458,5.229
s4458,643,Public,0.5,0.715,1,-1.043,p3260,Yes,Female,-1.308,4.24
s4458,643,Public,0.5,0.715,1,-1.043,p3261,Yes,Female,-1.278,2.356
s4458,643,Public,0.5,0.715,1,-1.043,p3262,No,Male,-1.308,5.634
s4458,643,Public,0.5,0.715,1,-1.043,p3263,Yes,Male,-0.858,-2.632
s4458,643,Public,0.5,0.715,1,-1.043,p3264,Yes,Female,-0.458,7.681
s4511,1068,Catholic,0.52,-1.872,0,-0.101,p3265,No,Female,-0.188,14.186
s4511,1068,Catholic,0.52,-1.872,0,-0.101,p3266,No,Female,-0.278,4.324
s4511,1068,Catholic,0.52,-1.872,0,-0.101,p3267,No,Female,-0.278,8.64
s4511,1068,Catholic,0.52,-1.872,0,-0.101,p3268,No,Female,1.012,9.783
s4511,1068,Catholic,0.52,-1.872,0,-0.101,p3269,No,Female,-0.538,7.459
s4511,1068,Catholic,0.52,-1.872,0,-0.101,p3270,No,Female,0.212,18.342
s4511,1068,Catholic,0.52,-1.872,0,-0.101,p3271,No,Female,-0.418,6.701
s4511,1068,Catholic,0.52,-1.872,0,-0.101,p3272,No,Female,0.352,11.062
s4511,1068,Catholic,0.52,-1.872,0,-0.101,p3273,No,Female,0.072,15.35
s4511,1068,Catholic,0.52,-1.872,0,-0.101,p3274,No,Female,-0.238,2.444
s4511,1068,Catholic,0.52,-1.872,0,-0.101,p3275,No,Female,0.792,13.563
s4511,1068,Catholic,0.52,-1.872,0,-0.101,p3276,No,Female,-0.788,9.272
s4511,1068,Catholic,0.52,-1.872,0,-0.101,p3277,Yes,Female,-0.778,12.184
s4511,1068,Catholic,0.52,-1.872,0,-0.101,p3278,No,Female,-0.178,15.55
s4511,1068,Catholic,0.52,-1.872,0,-0.101,p3279,No,Female,-1.058,18.632
s4511,1068,Catholic,0.52,-1.872,0,-0.101,p3280,No,Female,0.172,5.627
s4511,1068,Catholic,0.52,-1.872,0,-0.101,p3281,No,Female,-1.038,13.397
s4511,1068,Catholic,0.52,-1.872,0,-0.101,p3282,No,Female,-0.788,20.318
s4511,1068,Catholic,0.52,-1.872,0,-0.101,p3283,No,Female,-0.438,12.396
s4511,1068,Catholic,0.52,-1.872,0,-0.101,p3284,Yes,Female,0.592,7.802
s4511,1068,Catholic,0.52,-1.872,0,-0.101,p3285,No,Female,-0.508,22.94
s4511,1068,Catholic,0.52,-1.872,0,-0.101,p3286,No,Female,-0.768,14.742
s4511,1068,Catholic,0.52,-1.872,0,-0.101,p3287,Yes,Female,1.022,12.872
s4511,1068,Catholic,0.52,-1.872,0,-0.101,p3288,No,Female,-0.078,23.04
s4511,1068,Catholic,0.52,-1.872,0,-0.101,p3289,No,Female,0.582,20.487
s4511,1068,Catholic,0.52,-1.872,0,-0.101,p3290,No,Female,-1.218,9.253
s4511,1068,Catholic,0.52,-1.872,0,-0.101,p3291,No,Female,0.742,10.871
s4511,1068,Catholic,0.52,-1.872,0,-0.101,p3292,Yes,Female,-0.108,6.221
s4511,1068,Catholic,0.52,-1.872,0,-0.101,p3293,No,Female,-0.548,9.341
s4511,1068,Catholic,0.52,-1.872,0,-0.101,p3294,No,Female,-0.598,7.035
s4511,1068,Catholic,0.52,-1.872,0,-0.101,p3295,No,Female,0.202,16.808
s4511,1068,Catholic,0.52,-1.872,0,-0.101,p3296,No,Female,-0.258,20.566
s4511,1068,Catholic,0.52,-1.872,0,-0.101,p3297,No,Female,0.342,15.291
s4511,1068,Catholic,0.52,-1.872,0,-0.101,p3298,No,Female,-0.988,13.565
s4511,1068,Catholic,0.52,-1.872,0,-0.101,p3299,No,Female,-0.398,21.006
s4511,1068,Catholic,0.52,-1.872,0,-0.101,p3300,No,Female,-0.748,4.588
s4511,1068,Catholic,0.52,-1.872,0,-0.101,p3301,No,Female,-0.298,19.995
s4511,1068,Catholic,0.52,-1.872,0,-0.101,p3302,No,Female,0.032,17.82
s4511,1068,Catholic,0.52,-1.872,0,-0.101,p3303,No,Female,-0.128,5.894
s4511,1068,Catholic,0.52,-1.872,0,-0.101,p3304,No,Female,0.372,4.576
s4511,1068,Catholic,0.52,-1.872,0,-0.101,p3305,No,Female,-0.618,5.762
s4511,1068,Catholic,0.52,-1.872,0,-0.101,p3306,No,Female,-1.178,18.571
s4511,1068,Catholic,0.52,-1.872,0,-0.101,p3307,No,Female,0.262,16.607
s4511,1068,Catholic,0.52,-1.872,0,-0.101,p3308,No,Female,0.692,8.366
s4511,1068,Catholic,0.52,-1.872,0,-0.101,p3309,No,Female,0.042,7.184
s4511,1068,Catholic,0.52,-1.872,0,-0.101,p3310,No,Female,0.132,18.042
s4511,1068,Catholic,0.52,-1.872,0,-0.101,p3311,Yes,Female,0.502,5.613
s4511,1068,Catholic,0.52,-1.872,0,-0.101,p3312,No,Female,-0.128,22.601
s4511,1068,Catholic,0.52,-1.872,0,-0.101,p3313,No,Female,0.272,19.888
s4511,1068,Catholic,0.52,-1.872,0,-0.101,p3314,Yes,Female,0.702,15.456
s4511,1068,Catholic,0.52,-1.872,0,-0.101,p3315,No,Female,-0.278,9.142
s4511,1068,Catholic,0.52,-1.872,0,-0.101,p3316,No,Female,0.612,19.91
s4511,1068,Catholic,0.52,-1.872,0,-0.101,p3317,No,Female,0.342,7.447
s4511,1068,Catholic,0.52,-1.872,0,-0.101,p3318,No,Female,-0.568,21.481
s4511,1068,Catholic,0.52,-1.872,0,-0.101,p3319,No,Female,0.682,18.069
s4511,1068,Catholic,0.52,-1.872,0,-0.101,p3320,No,Female,-0.338,20.405
s4511,1068,Catholic,0.52,-1.872,0,-0.101,p3321,No,Female,-0.798,16.241
s4511,1068,Catholic,0.52,-1.872,0,-0.101,p3322,No,Female,0.602,22.996
s4523,393,Catholic,0.69,-0.784,1,-0.048,p3323,Yes,Female,-0.158,16.093
s4523,393,Catholic,0.69,-0.784,1,-0.048,p3324,Yes,Female,0.692,10.18
s4523,393,Catholic,0.69,-0.784,1,-0.048,p3325,Yes,Female,-0.258,9.647
s4523,393,Catholic,0.69,-0.784,1,-0.048,p3326,Yes,Female,-0.038,1.059
s4523,393,Catholic,0.69,-0.784,1,-0.048,p3327,Yes,Female,-0.788,4.145
s4523,393,Catholic,0.69,-0.784,1,-0.048,p3328,Yes,Female,0.372,12.17
s4523,393,Catholic,0.69,-0.784,1,-0.048,p3329,Yes,Female,1.212,8.26
s4523,393,Catholic,0.69,-0.784,1,-0.048,p3330,Yes,Female,1.032,5.454
s4523,393,Catholic,0.69,-0.784,1,-0.048,p3331,Yes,Female,0.802,6.857
s4523,393,Catholic,0.69,-0.784,1,-0.048,p3332,Yes,Female,-0.748,11.914
s4523,393,Catholic,0.69,-0.784,1,-0.048,p3333,Yes,Female,-0.258,4.454
s4523,393,Catholic,0.69,-0.784,1,-0.048,p3334,Yes,Female,-0.098,7.451
s4523,393,Catholic,0.69,-0.784,1,-0.048,p3335,Yes,Female,1.152,22.523
s4523,393,Catholic,0.69,-0.784,1,-0.048,p3336,Yes,Female,-0.718,4.241
s4523,393,Catholic,0.69,-0.784,1,-0.048,p3337,Yes,Female,-0.138,12.68
s4523,393,Catholic,0.69,-0.784,1,-0.048,p3338,Yes,Female,0.252,12.383
s4523,393,Catholic,0.69,-0.784,1,-0.048,p3339,Yes,Female,-0.168,7.452
s4523,393,Catholic,0.69,-0.784,1,-0.048,p3340,Yes,Female,-0.088,12.324
s4523,393,Catholic,0.69,-0.784,1,-0.048,p3341,Yes,Female,-1.848,-0.912
s4523,393,Catholic,0.69,-0.784,1,-0.048,p3342,Yes,Female,0.512,11.535
s4523,393,Catholic,0.69,-0.784,1,-0.048,p3343,Yes,Female,0.692,17.602
s4523,393,Catholic,0.69,-0.784,1,-0.048,p3344,Yes,Female,-1.218,7.204
s4523,393,Catholic,0.69,-0.784,1,-0.048,p3345,Yes,Female,0.572,-0.672
s4523,393,Catholic,0.69,-0.784,1,-0.048,p3346,Yes,Female,-0.458,17.448
s4523,393,Catholic,0.69,-0.784,1,-0.048,p3347,Yes,Female,0.762,6.57
s4523,393,Catholic,0.69,-0.784,1,-0.048,p3348,Yes,Female,0.192,11.104
s4523,393,Catholic,0.69,-0.784,1,-0.048,p3349,Yes,Female,0.552,11.583
s4523,393,Catholic,0.69,-0.784,1,-0.048,p3350,Yes,Female,-0.688,8.327
s4523,393,Catholic,0.69,-0.784,1,-0.048,p3351,Yes,Female,-0.718,-2.282
s4523,393,Catholic,0.69,-0.784,1,-0.048,p3352,Yes,Female,1.122,10.045
s4523,393,Catholic,0.69,-0.784,1,-0.048,p3353,Yes,Female,-0.318,10.469
s4523,393,Catholic,0.69,-0.784,1,-0.048,p3354,Yes,Female,-0.188,3.964
s4523,393,Catholic,0.69,-0.784,1,-0.048,p3355,Yes,Female,-0.348,3.565
s4523,393,Catholic,0.69,-0.784,1,-0.048,p3356,Yes,Female,-0.128,16.474
s4523,393,Catholic,0.69,-0.784,1,-0.048,p3357,Yes,Female,-0.258,4.468
s4523,393,Catholic,0.69,-0.784,1,-0.048,p3358,Yes,Female,-0.048,14.27
s4523,393,Catholic,0.69,-0.784,1,-0.048,p3359,Yes,Female,-1.038,8.159
s4523,393,Catholic,0.69,-0.784,1,-0.048,p3360,Yes,Female,-0.428,-2.426
s4523,393,Catholic,0.69,-0.784,1,-0.048,p3361,Yes,Female,-0.138,2.777
s4523,393,Catholic,0.69,-0.784,1,-0.048,p3362,Yes,Female,-0.208,0.424
s4523,393,Catholic,0.69,-0.784,1,-0.048,p3363,No,Female,0.582,9.219
s4523,393,Catholic,0.69,-0.784,1,-0.048,p3364,Yes,Female,-0.868,12.471
s4523,393,Catholic,0.69,-0.784,1,-0.048,p3365,Yes,Female,-1.448,6.646
s4523,393,Catholic,0.69,-0.784,1,-0.048,p3366,Yes,Female,-0.258,3.483
s4523,393,Catholic,0.69,-0.784,1,-0.048,p3367,Yes,Female,-0.818,12.079
s4523,393,Catholic,0.69,-0.784,1,-0.048,p3368,Yes,Female,1.082,13.766
s4523,393,Catholic,0.69,-0.784,1,-0.048,p3369,Yes,Female,0.772,5.885
s4530,435,Catholic,0.6,-0.245,1,-0.591,p3370,No,Female,-0.418,5.026
s4530,435,Catholic,0.6,-0.245,1,-0.591,p3371,Yes,Female,-0.108,0.073
s4530,435,Catholic,0.6,-0.245,1,-0.591,p3372,No,Female,-1.688,9.916
s4530,435,Catholic,0.6,-0.245,1,-0.591,p3373,No,Female,-1.008,15.939
s4530,435,Catholic,0.6,-0.245,1,-0.591,p3374,No,Female,-0.678,15.201
s4530,435,Catholic,0.6,-0.245,1,-0.591,p3375,No,Female,-1.128,8.254
s4530,435,Catholic,0.6,-0.245,1,-0.591,p3376,Yes,Female,-0.248,5.209
s4530,435,Catholic,0.6,-0.245,1,-0.591,p3377,No,Female,-0.118,3.556
s4530,435,Catholic,0.6,-0.245,1,-0.591,p3378,Yes,Female,-0.308,15.025
s4530,435,Catholic,0.6,-0.245,1,-0.591,p3379,Yes,Female,-0.918,4.564
s4530,435,Catholic,0.6,-0.245,1,-0.591,p3380,Yes,Female,-1.788,5.922
s4530,435,Catholic,0.6,-0.245,1,-0.591,p3381,Yes,Female,-0.388,14.602
s4530,435,Catholic,0.6,-0.245,1,-0.591,p3382,Yes,Female,-1.438,0.595
s4530,435,Catholic,0.6,-0.245,1,-0.591,p3383,No,Female,-0.498,6.585
s4530,435,Catholic,0.6,-0.245,1,-0.591,p3384,Yes,Female,-0.738,6.295
s4530,435,Catholic,0.6,-0.245,1,-0.591,p3385,Yes,Female,-1.098,6.649
s4530,435,Catholic,0.6,-0.245,1,-0.591,p3386,No,Female,0.152,20.479
s4530,435,Catholic,0.6,-0.245,1,-0.591,p3387,No,Female,-0.928,14.939
s4530,435,Catholic,0.6,-0.245,1,-0.591,p3388,No,Female,-0.698,9.801
s4530,435,Catholic,0.6,-0.245,1,-0.591,p3389,Yes,Female,-1.498,11.841
s4530,435,Catholic,0.6,-0.245,1,-0.591,p3390,No,Female,-1.258,3.968
s4530,435,Catholic,0.6,-0.245,1,-0.591,p3391,No,Female,-0.098,12.961
s4530,435,Catholic,0.6,-0.245,1,-0.591,p3392,Yes,Female,-1.848,8.898
s4530,435,Catholic,0.6,-0.245,1,-0.591,p3393,Yes,Female,1.122,18.776
s4530,435,Catholic,0.6,-0.245,1,-0.591,p3394,No,Female,-0.048,18.013
s4530,435,Catholic,0.6,-0.245,1,-0.591,p3395,No,Female,-1.788,9.58
s4530,435,Catholic,0.6,-0.245,1,-0.591,p3396,No,Female,-1.488,1.155
s4530,435,Catholic,0.6,-0.245,1,-0.591,p3397,No,Female,0.062,16.785
s4530,435,Catholic,0.6,-0.245,1,-0.591,p3398,Yes,Female,-0.008,9.497
s4530,435,Catholic,0.6,-0.245,1,-0.591,p3399,No,Female,-0.808,4.219
s4530,435,Catholic,0.6,-0.245,1,-0.591,p3400,Yes,Female,-0.178,3.131
s4530,435,Catholic,0.6,-0.245,1,-0.591,p3401,Yes,Female,-0.128,7
s4530,435,Catholic,0.6,-0.245,1,-0.591,p3402,No,Female,-0.958,15.256
s4530,435,Catholic,0.6,-0.245,1,-0.591,p3403,No,Female,-0.428,9.659
s4530,435,Catholic,0.6,-0.245,1,-0.591,p3404,Yes,Female,-0.798,11.162
s4530,435,Catholic,0.6,-0.245,1,-0.591,p3405,Yes,Female,-0.788,-1.671
s4530,435,Catholic,0.6,-0.245,1,-0.591,p3406,Yes,Female,-0.088,4.4
s4530,435,Catholic,0.6,-0.245,1,-0.591,p3407,No,Female,0.042,6.276
s4530,435,Catholic,0.6,-0.245,1,-0.591,p3408,No,Female,-0.868,10.821
s4530,435,Catholic,0.6,-0.245,1,-0.591,p3409,No,Female,0.072,9.666
s4530,435,Catholic,0.6,-0.245,1,-0.591,p3410,No,Female,-0.248,4.264
s4530,435,Catholic,0.6,-0.245,1,-0.591,p3411,No,Female,-0.988,15.636
s4530,435,Catholic,0.6,-0.245,1,-0.591,p3412,Yes,Female,0.452,12.453
s4530,435,Catholic,0.6,-0.245,1,-0.591,p3413,No,Female,-0.898,14.873
